object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Size in pixels,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
168,0,169,0,Label 1,1.0,0.0,174.0,9663.0,10819.0,9680.0,10832.0,9670.753,10824.931
169,0,170,0,Label 1,1.0,0.0,239.0,10628.0,10833.0,10643.0,10855.0,10634.573,10844.029
170,0,171,0,Label 1,1.0,0.0,279.0,7886.0,10842.0,7916.0,10861.0,7899.81,10851.054
171,0,172,0,Label 1,1.0,0.0,143.0,10520.0,10901.0,10533.0,10916.0,10526.126,10908.371
172,0,173,0,Label 1,1.0,0.0,139.0,12284.0,10905.0,12296.0,10921.0,12289.611,10912.346
173,0,174,0,Label 1,1.0,0.0,284.0,8060.0,10949.0,8085.0,10966.0,8072.194,10957.011
174,0,175,0,Label 1,1.0,0.0,181.0,13549.0,10999.0,13570.0,11013.0,13559.11,11005.464
175,0,176,0,Label 1,1.0,0.0,230.0,8486.0,11069.0,8501.0,11090.0,8493.33,11078.309
176,0,177,0,Label 1,1.0,0.0,248.0,9898.0,11144.0,9911.0,11169.0,9903.576,11155.794
177,0,178,0,Label 1,1.0,0.0,260.0,9576.0,11213.0,9597.0,11231.0,9585.407,11220.442
178,0,179,0,Label 1,1.0,0.0,162.0,8405.0,11321.0,8419.0,11336.0,8411.204,11328.154
179,0,180,0,Label 1,1.0,0.0,81.0,8322.0,11325.0,8335.0,11333.0,8328.284,11328.42
180,0,181,0,Label 1,1.0,0.0,309.0,11086.0,11331.0,11106.0,11351.0,11095.547,11339.848
181,0,182,0,Label 1,1.0,0.0,230.0,9685.0,11369.0,9700.0,11387.0,9691.887,11377.321
182,0,183,0,Label 1,1.0,0.0,128.0,12674.0,11381.0,12687.0,11394.0,12680.32,11387.133
183,0,184,0,Label 1,1.0,0.0,196.0,9092.0,11413.0,9108.0,11429.0,9099.291,11420.7295
184,0,185,0,Label 1,1.0,0.0,149.0,10448.0,11559.0,10459.0,11578.0,10452.39,11568.449
185,0,186,0,Label 1,1.0,0.0,204.0,9733.0,11661.0,9752.0,11676.0,9741.607,11668.005
186,0,187,0,Label 1,1.0,0.0,120.0,12052.0,11737.0,12065.0,11751.0,12057.708,11743.225
